Index,Distances
"[   10 41428 58483  3323 58465 59891  5497 63487 21559 51133 52386 10827
 43759  3319 53241 34866 11929 67282 58399 67292 11535 10470 12214 58410
 43155 37229 44380 27132 55343  6539 52904 64983 66982  4068 18363 17146
 57734 29415 69524 68080 21947 69582 58491 67554 30774 55301 64581 37163
 23344  6543  4053 19579 43287 22906 33590 21625 57141 68494  7332  6299
 54700 69474 43438  7336 15937 62992  4808  9230 69363 37026 27977 18287
 49556 51798 68070 58389 58406 61539  2021 54739 24667 10921 66957 45990
 39961 68060 64605 63686 22999  4121 38294 50885 63049 56934 44328 32790
 20570 43132 15322 58411]","[   0.     1068.7362 1197.0105 1202.6495 1207.5028 1215.3044 1216.6992
 1224.     1234.145  1242.9147 1245.8395 1260.6875 1271.4854 1281.8763
 1283.2903 1293.8237 1301.4841 1302.8833 1304.8536 1320.6056 1325.7119
 1329.5149 1329.8451 1335.4906 1335.8578 1343.5546 1343.7496 1349.1179
 1354.1702 1355.605  1356.4387 1357.7098 1358.0787 1359.7416 1360.5103
 1362.4489 1362.8562 1363.3654 1366.3678 1366.8406 1367.4773 1369.2264
 1372.9337 1381.1195 1386.7501 1390.3708 1393.6047 1394.2863 1395.8993
 1396.5236 1402.568  1403.3151 1406.9143 1407.4573 1407.7965 1410.0039
 1412.8298 1413.6132 1414.0634 1415.141  1416.9354 1417.8029 1417.9358
 1423.9972 1432.3223 1435.6608 1435.6863 1438.829  1439.2769 1440.5166
 1440.7991 1443.493  1444.3625 1444.4708 1444.4757 1445.117  1446.278
 1446.5334 1446.8075 1448.4364 1450.2882 1450.5868 1450.9875 1450.9962
 1451.2671 1453.353  1453.6932 1455.6713 1456.2747 1457.4904 1457.9198
 1458.0912 1458.7964 1464.2192 1465.981  1467.9598 1468.4897 1469.2385
 1469.5465 1471.1516]"
"[   11 13843 32141 69651 29955   173  5061 67996 57789  8263 69907 43985
 62957 41277 49203 24323 14389  6929  7311 38313 39427 17385 54913 13279
 33235 41457  7739 65056 38689 62969 25273    65 69606 41241 13663 41435
  7927 23567 13145 16931 10782 38569 34877  8835  8767 31413 16845 22805
  8023 16819 62772 68948 53193 64583 65083 69675 12269  6501 24235 24255
 67542 13237  2363 32283  9367 43837 68982 16767  2461 13863  3356 20381
 54949 35535 32277 38553 38189 32217 37865  8307 67454  7047 67474 57497
  2551 51659   418 20453 13345 69754 34857 11115 28777 39015 13229 41587
 33137 12003 11609 46307]","[   0.     1066.1097 1131.7738 1154.8593 1162.3489 1188.3716 1192.411
 1196.3724 1197.0538 1197.4431 1202.9879 1216.8508 1227.5394 1230.1012
 1247.7993 1250.7494 1252.2852 1257.5795 1257.6987 1269.9484 1271.0232
 1274.7482 1277.5417 1285.0085 1286.1509 1293.6105 1296.0764 1296.983
 1298.4695 1300.9528 1300.9731 1301.1814 1310.2412 1313.4272 1314.215
 1322.5154 1324.7712 1328.6824 1334.3748 1337.75   1342.3978 1343.0734
 1355.1399 1368.764  1370.4656 1372.4088 1377.0563 1378.8333 1380.5332
 1382.1284 1384.9509 1387.3629 1389.982  1391.3066 1392.162  1393.
 1394.9204 1398.6893 1399.124  1399.3116 1406.4377 1411.111  1411.5853
 1412.3236 1413.0591 1413.3099 1415.6719 1420.57   1422.7329 1423.9136
 1424.8898 1426.8868 1430.1898 1431.1143 1432.4287 1433.4678 1436.0317
 1439.2697 1441.3876 1441.7468 1442.0385 1442.4008 1446.7301 1448.9275
 1449.6903 1451.6443 1454.6079 1463.1364 1465.2266 1467.1206 1469.32
 1471.1771 1472.8601 1475.054  1477.5669 1479.4485 1480.7643 1482.628
 1482.9497 1484.1357]"
"[   12 20009 61278 64164 26306  4543 68780 25091 52350 37332 36130 46184
  2228 39744 48761 21893   298 40836 65606 16849 45563 33080 45327  8941
 31178  3609 53305 27534 20099 42375 64973 64430 25040  8907  9319 54952
  8537 28796 33786 43070 63217 49249 22318 25225 37304 29504 56875 21864
 26171 57877 28224 58001 17103 53419  9400 54444 42445  4491 34293 47684
 56791  2146 52300 57983 49602 57264 63045 20344 56921 63642 50693 19230
 10520 10052 48682 56721  8923 28571 61489 45171 50613 63515 60500 30229
 12942 67639  9053 68032 51428 14115 19965 13146 44477 53332 28752  8672
 64220 26596 61479 27573]","[   0.     1234.4695 1276.5889 1296.1945 1301.6709 1307.2678 1327.6514
 1332.7543 1349.8822 1357.8519 1360.4944 1381.4214 1383.8009 1388.4542
 1398.2078 1407.2445 1410.272  1411.5233 1419.8496 1421.3782 1430.5177
 1431.6001 1433.1971 1449.6389 1451.0927 1451.7603 1452.7058 1457.5192
 1462.5864 1471.3453 1475.6636 1476.8219 1478.8367 1481.5006 1485.2697
 1486.96   1495.9077 1502.9025 1510.728  1510.9401 1514.6792 1517.2393
 1527.6848 1527.8966 1534.0583 1534.2242 1534.9225 1535.6744 1537.9844
 1539.864  1542.1644 1543.1073 1544.4323 1549.2598 1549.8749 1557.2733
 1567.4725 1567.9834 1570.2924 1571.056  1578.0396 1582.4336 1583.4832
 1587.0958 1589.4229 1590.5162 1592.5074 1599.7719 1603.533  1604.3494
 1606.6776 1607.658  1607.6965 1609.4617 1612.2968 1613.8463 1614.2621
 1615.361  1618.1715 1618.1731 1618.419  1620.7748 1620.8529 1621.1832
 1621.3892 1621.5643 1621.672  1623.2279 1624.6542 1625.6472 1626.424
 1627.3884 1627.4744 1630.9102 1631.2578 1632.0834 1633.4371 1633.6202
 1637.4114 1638.9084]"
"[   13 67105 68697 51055 59770 22323  2635  2607 13349  2545 18848   881
 33305 59073 69361 54390 21257 66283 33269 21237 55289 25771 58766 56177
 57719 38192  5226 42075  6581 48749 67596 67548 49347 23098 67110 57675
  5931 38471 13282 35027 22737  8947 67576  8225 12159 24802 59145 55757
 45863 24380 23186  5837 66966  2849 68888 10552 68896 59117 15441 68852
 67285 54591 18349 22360 32839 43437 63560 68831 52957  5279 67387 33724
 41257 52069 40157 68890 50220 12199 47980 64484 43177 16433  5213   431
 27807 68869 53175 34993 51213 39165  7717 36574 17014 69921 43260 55123
 67443  7361 45713 26345]","[   0.      1006.23956 1044.3156  1051.5441  1126.9596  1140.0631
 1177.1627  1178.3717  1182.7172  1189.9092  1231.9485  1243.3137
 1244.1238  1254.1946  1263.158   1268.4348  1269.8027  1276.807
 1285.0767  1286.384   1288.5154  1291.8634  1297.6351  1309.0168
 1310.6235  1313.4386  1318.2561  1318.6887  1327.0901  1330.4368
 1336.5533  1347.8597  1350.3436  1352.1864  1352.2433  1353.231
 1357.2877  1360.4786  1360.8909  1361.7386  1363.333   1365.4373
 1368.4813  1375.489   1375.9     1377.6095  1379.1069  1379.6322
 1380.5339  1382.1262  1383.9744  1386.4288  1387.2924  1387.5745
 1387.889   1389.4496  1390.5381  1397.4567  1399.686   1404.4501
 1404.5658  1408.6003  1409.0638  1412.4294  1413.6385  1413.7843
 1416.0978  1419.9951  1425.8524  1426.3759  1427.1903  1427.3987
 1428.187   1428.2605  1430.7795  1431.9099  1432.348   1433.3083
 1434.1099  1434.2479  1434.7052  1434.709   1436.701   1437.3646
 1438.3748  1439.5968  1440.6876  1441.5724  1441.7826  1442.051
 1443.38    1445.274   1445.5483  1445.7372  1446.2838  1446.4716
 1446.7474  1447.1313  1449.7686  1450.0724 ]"
"[   14 17695 41029 41073 63669 22888  9906 29556 31640 28318 46342 17847
 28894 66408 41518  7572 20802 27207 39012  2730 30140 14900 11272 51529
 62704 47388 61038 31592 57014 42486 56603 32034 49260 61483 37629 31384
 43578 33556  6926 56605 57222 12632 64806 37716 32741 65637 23036 61179
 61548 37828 21479 28964 51772 42834 28568  3954 57722 17030 24086 54479
 57813 56537 48126  5552 12056 31784 63761   102 63745 61835 63268 64249
 11518 36864 30225 44786 52622 35436 60473 45237 51397 12706 60037  2318
 63532 28000  7650 51439 25812 32406 57865 33396 20232 32675 37138 17180
 18488 37659 35592 63937]","[  0.      304.3764  333.45465 389.8615  409.55707 433.11084 437.64597
 460.9284  471.65982 474.329   474.8168  480.46854 484.2582  486.29517
 489.39145 503.75293 507.22678 514.39966 516.3904  518.37537 519.04626
 520.60925 526.8026  528.4449  531.76685 533.9569  534.19006 534.40717
 537.5342  539.35144 544.12225 552.9448  558.52576 571.31775 575.2069
 576.68274 580.2594  581.4086  581.4843  582.3092  582.9803  583.19977
 584.5956  587.47253 589.8695  595.33685 596.3573  597.5375  598.73535
 599.9108  604.1167  606.1741  607.7804  608.09375 613.5568  617.04865
 617.9304  619.52966 627.7922  628.2531  630.2063  631.61066 631.93036
 633.19586 636.23816 637.7719  638.28284 638.452   639.2676  640.32806
 641.5629  645.3534  645.4874  646.13696 651.29565 654.66864 655.7477
 660.1765  660.5127  660.6436  660.7231  662.3156  664.9955  668.0097
 668.90356 671.0954  674.11945 674.7844  676.9919  677.3146  678.1689
 680.41754 683.69366 685.5312  686.2471  686.88934 687.17175 690.55414
 690.7467  692.546  ]"
"[   15 35101 65122 20991  5575 41601  5569 65107  8167 21547 25211  1525
 49125  5519 43279 32185  2238 21021 11207 53213 40001 15469 12571 35177
 11119 67754  1513 41221 49239 51691 24239 13933 44297 53227 13915 51335
 40017 66306  9999 65110 34807 34673 42901   853   305 22381 38639 43763
 40243  5535 35277  8827  1499 43483 44185 31331 41551 33977 31319  2929
 63111 40077  3899 54925 40239 13847 49547 35555 23787 59304 17441 63423
 40231 69909 37353 10609 53291   411 65094 33957 40357 19379  8361 69919
  4285 68698 21621 17391  1523 35291 34941  8377 51825 20971 53171 69895
 24409 53261  2985 16496]","[   0.       880.92737  915.65     961.6439   961.7141   972.6495
  975.04974 1005.1592  1019.90686 1029.5372  1034.1682  1034.999
 1049.6885  1054.9886  1056.7208  1063.4727  1065.0648  1066.3878
 1068.1891  1072.6323  1081.1221  1081.9731  1083.114   1083.5017
 1094.8534  1095.0168  1095.1713  1097.1586  1097.4083  1100.2664
 1103.7786  1105.8951  1107.6105  1109.5035  1113.424   1115.078
 1115.8943  1119.2355  1119.3815  1119.9706  1124.5466  1124.8334
 1125.9138  1129.4702  1129.946   1132.8525  1133.3018  1134.8352
 1141.5525  1141.9497  1144.27    1144.8092  1144.9747  1150.6464
 1151.0669  1154.6125  1155.7769  1157.4286  1158.9435  1160.031
 1160.8239  1163.1105  1164.5785  1164.9686  1166.045   1166.0884
 1167.2455  1170.4269  1170.6443  1171.1152  1175.1272  1175.6428
 1176.9669  1178.2946  1178.298   1181.3167  1181.9933  1184.1106
 1186.6798  1187.6127  1189.9823  1194.3777  1194.6129  1196.4121
 1198.3868  1198.4269  1198.9741  1201.095   1202.0428  1203.3013
 1205.0253  1205.9531  1207.4597  1207.4945  1208.4606  1209.4106
 1210.5363  1217.4075  1217.6498  1218.2262 ]"
"[   16  2846 25038 55542  9169 60418 34201 41687  8983  9488 54790  7266
 48294 33094 37660 43124 25632  9546 66607 63844 48354 34217 48954 10920
 12620 52784  2851  2201 61155 67483  7428 35572 54110 25923 33168 46974
 22558 50495 44475  1800 41745 63415 22530 13434 61689 49090 18216 54168
  3413 52016 57799 23330 20520 52695 63675 33469 52512 10582   148 32008
 34450 63945  9360 61132  3930 41835 59040 25994 52574 39644 45041 54424
 45661 60764 25787 16576 67476  6414 31802 41651 18323 14130 21324 38068
 58538 21691 37904 47990 47706  2283 54315 30062 53862  2261 31662 64684
 63223 48118 44456 45543]","[   0.     1411.8793 1493.4403 1500.0403 1525.4825 1538.5922 1597.9988
 1611.8148 1620.4974 1627.9534 1629.88   1639.2343 1640.2625 1647.7815
 1653.9495 1665.591  1670.8165 1671.3986 1678.9899 1682.5371 1684.8542
 1691.87   1692.694  1698.0457 1709.105  1714.7476 1719.9218 1722.3617
 1722.3638 1725.8745 1726.0411 1729.4904 1734.1577 1734.745  1735.5737
 1736.0127 1736.0784 1736.3962 1737.2075 1737.4717 1741.7551 1741.8112
 1743.9312 1744.7811 1746.5203 1747.0604 1747.7623 1750.1023 1752.214
 1762.8301 1764.0107 1764.9714 1769.1427 1772.272  1776.0668 1776.3162
 1778.675  1779.5482 1779.8087 1782.894  1783.1265 1785.2471 1785.8604
 1786.4658 1787.2421 1788.574  1792.3551 1792.4788 1793.9053 1796.5853
 1797.7    1799.7058 1800.277  1800.9323 1804.1732 1805.115  1806.413
 1806.5483 1810.158  1811.6261 1812.984  1813.0046 1816.0132 1816.4836
 1816.6051 1820.325  1820.6378 1822.969  1824.4023 1825.7009 1827.675
 1828.1901 1829.545  1829.6686 1830.5084 1831.4396 1831.4517 1832.6978
 1833.672  1834.0365]"
"[   17 28729 30050  5431 10079 67046  6573   685 28739 17999   963 68894
 65011  5775 51189 43018  5781  8269 40261 14304 11457 39519 34734 14301
 59844 58358 13055 54093 34075 50970 32261 51769  5597 11469 16517  1621
 42868 23605   885 40295 66245 40381   393 53090  4275 51665 69187 65349
 65394  9918 33151 51705    97 40737  1749 51747 68877 58305 59803 35005
 18901 39559 66442 63245 21649 28751 23091  9811 58990 34663 58232 59865
 11425 28623 28749 53271 65306 15307 31329 43687 40195 15341 14477 39991
 43907 37891 27608 10927 23659 51341 65059 65075 51803   725 47851 40213
 10115 33827 14003 49522]","[   0.     1121.45   1138.9785 1145.76   1173.8595 1199.4469 1203.8347
 1233.3486 1234.2593 1242.7776 1266.8469 1272.839  1274.5231 1291.4642
 1294.0289 1297.8236 1307.4174 1312.1624 1313.9391 1314.2488 1321.6395
 1322.3724 1326.2443 1334.6617 1336.2477 1338.2212 1346.7083 1349.468
 1349.555  1353.5602 1356.6879 1360.0092 1360.1754 1366.0352 1371.066
 1371.311  1373.4027 1374.8604 1380.5419 1381.3142 1382.164  1382.1921
 1387.5139 1392.9684 1393.831  1397.6705 1398.8406 1400.0068 1400.577
 1402.9391 1404.9082 1406.7043 1409.238  1411.3654 1416.0511 1419.9863
 1424.4796 1426.5742 1428.6077 1431.6376 1433.2634 1433.4456 1438.8141
 1440.3673 1442.6188 1445.4055 1447.0778 1449.5737 1449.9386 1450.3779
 1454.3119 1454.9347 1456.3193 1461.6097 1463.2471 1463.8173 1465.9764
 1466.9502 1469.1987 1470.6655 1471.331  1471.5818 1474.1377 1474.2412
 1475.261  1475.384  1479.2352 1479.5712 1483.9481 1484.601  1485.5552
 1486.1682 1487.1006 1491.6156 1494.3069 1495.3243 1495.7446 1496.393
 1497.8297 1498.1324]"
"[   18 27724 32312 38782 47808 16346 62580 60140 57846 32402 34918 38013
 57138 17670   430 14044 44452 37238 21008 36590 47251  6954 24592 11490
 28966 35918 55936 63305  6572  5686 44410 18576 63141  4404 20104 11348
 44728   660 27428 51624 58115 38393 19151  5218 48918 54086 26920  9702
 62388 35540 56918 34924 12068 49930  5910 27134 50402 43586 10366 10270
 29020 61108 39154 30916 60439  2910  7543 31588 49396  9316 55512 55994
 44330 63238 28438 28798 13598 57852 38234 44394 44989 43054 49216 51818
 41242 37810 47774  9281 28320 16436 31342 42558 21640 44218 28830 39610
 44204 45856 59509  5586]","[   0.     1045.0914 1081.2775 1096.2874 1098.0378 1114.6439 1128.8942
 1152.8344 1164.7562 1177.0964 1181.7589 1182.5054 1184.2981 1193.546
 1203.2244 1216.9585 1223.1533 1225.7773 1226.4065 1233.2485 1236.0656
 1240.7405 1241.9235 1243.0009 1250.244  1258.0461 1260.5166 1268.8475
 1293.1377 1301.2878 1301.6074 1303.1761 1309.3246 1309.3337 1311.9889
 1312.7258 1318.1298 1329.8304 1334.0461 1337.7616 1340.3932 1341.6088
 1350.6938 1352.1613 1353.3303 1355.1609 1356.9153 1360.3842 1364.5193
 1367.1357 1369.5583 1369.846  1376.0737 1377.2153 1379.6398 1382.2981
 1384.8152 1386.0491 1386.837  1386.9664 1392.1951 1398.8699 1399.781
 1400.8191 1403.1486 1404.469  1405.9779 1406.0167 1407.2618 1409.617
 1411.536  1411.6483 1411.9231 1412.5275 1413.5511 1415.9396 1418.434
 1418.5503 1422.5051 1423.1771 1424.9105 1425.4553 1425.6953 1426.563
 1427.9121 1428.1072 1428.7253 1428.8915 1430.6921 1431.2477 1431.3636
 1431.4604 1431.4608 1432.9805 1434.3884 1434.6533 1434.7557 1437.4327
 1439.2296 1441.5773]"
"[   19  1585 58372 34399 59214 13791 44407 59075 59814 19560  1421 35332
 22437 32152 43253  7217 52203 21551 21651 21571 48987   153 43147 21591
  9002 61000 35233  5901 57476 41135 23635  3267 31426 17377  7197 46033
 23711 17347 22371 69562 69784 21631 41155 54207  7255 35647 40050 48057
 21725 22447 61695 59056  7241  3193 38233 52217 35677 22576 27766  1491
 36971  1895 10746  3355 11603 35675  3621 34518 54021 67538 52761 67562
 56494 37025 58331 16859 54891 15413 42924 24313  5761 10109 41501  1027
 21587  1441 37348  2595 10059 42993 51840 11550 18700 10055  1555 69868
 63009 54069    33 18015]","[   0.       801.0855   906.31836  916.5402   966.9178   978.0874
  995.3221  1024.1016  1035.9064  1045.1229  1063.1858  1071.483
 1082.3096  1096.0753  1097.047   1104.2241  1108.6167  1113.8811
 1122.4731  1123.6895  1127.6298  1132.9404  1135.7495  1136.7247
 1141.9484  1142.7589  1144.9725  1145.4275  1148.1917  1151.9362
 1153.3503  1157.1038  1159.0306  1162.0112  1164.9258  1171.2891
 1171.9996  1178.5406  1178.6887  1180.8564  1181.154   1183.516
 1186.3427  1187.227   1187.3668  1187.9781  1190.2798  1197.7437
 1199.4257  1202.5137  1204.0444  1205.4099  1207.3604  1207.6854
 1210.3326  1214.1244  1218.2985  1219.4376  1224.3468  1224.7616
 1224.7795  1225.0164  1230.7148  1231.0553  1231.1199  1231.4958
 1232.8605  1233.6353  1237.664   1238.5798  1238.7949  1240.0956
 1241.452   1243.403   1244.6132  1246.7397  1248.8639  1252.707
 1252.7155  1254.7952  1255.382   1255.9056  1256.3395  1262.5941
 1263.0768  1265.5643  1267.8296  1267.9519  1268.4526  1270.1074
 1270.2279  1270.8607  1270.8643  1275.285   1276.624   1278.675
 1279.5483  1280.2781  1282.3657  1283.8213 ]"
"[   20 21776  9172 52642  4787 59451 18484 62936 69371 54466 60901 62375
  4473  7804 54473 66025  4757  4837 17256 63500 61145 27267 36384 39522
 14027 25668 35314 26074 11652 11624  9116 54415   164 27365  4721   606
 14175 52564 37112 52308 19975 25260 46533 19957 39128 66076  2264 30180
 44632 14066 20730  9410 62630  5982 64012 27141 44544   706 25333 69381
 42198 42425 11646 55024 56705 23269 52958 51814  1672 60722 29854  1460
 24298 46691  9100 19943 19936 25410 37264 53674  2962 59376 15822 49072
 14067  1840 49144 55976 19961  4791 56484 43636  4877 60475 62251 27097
 18846 17944 63996 17158]","[   0.     1242.7277 1413.5038 1472.7882 1480.1956 1482.1241 1482.6736
 1484.9603 1522.8333 1525.6818 1542.6007 1557.4666 1561.9379 1581.7645
 1586.5248 1586.6588 1592.1246 1614.1509 1614.7238 1620.0933 1631.6982
 1635.8949 1647.6016 1656.25   1657.8169 1658.411  1658.4578 1663.7054
 1669.6107 1670.6002 1673.4476 1677.217  1679.294  1693.4276 1693.6289
 1696.0684 1698.4346 1699.7341 1704.931  1706.7311 1710.9843 1715.4023
 1719.1844 1725.2484 1726.4646 1730.785  1731.1624 1734.8461 1735.8191
 1736.389  1736.7584 1737.9376 1742.5286 1743.7904 1744.8188 1752.1327
 1755.8451 1757.9994 1758.9266 1762.8267 1764.2667 1767.6847 1767.7067
 1769.8435 1771.8567 1772.3408 1773.43   1775.855  1778.869  1780.7748
 1791.4784 1795.2955 1796.8634 1804.7745 1806.003  1806.4531 1819.0852
 1819.3202 1821.2441 1822.0739 1822.5159 1824.1877 1824.2828 1824.4073
 1827.567  1832.0205 1833.8765 1834.9651 1836.6499 1836.7384 1838.4469
 1840.3652 1842.6285 1843.9625 1845.2961 1847.3438 1848.0536 1850.5264
 1851.1024 1854.6326]"
"[   21 37323 66288   119   639 28821 50511 35343 43685 24419     1 53387
  8193 52617 68343  5285 66766 53219  2581  5615 66293 61972 37415 48523
 66795   669 51331 53195  6619 68772 57117 35087 23093 10323 21203 28323
 68731 51997 50435 37780 43423 34358 33277 51121 45857 20953 28755 68221
 12107  4067 52609 48755 56163 56159 39897 14291 10167 48601 48627 43665
 49389 66286 11888 17905 53959 13280 28317 68137 22601  9869 38889  8723
 27583 44720 19179 15291 44325 66181  5053  6611 58350 66201 59342 19857
  6603 59105 47957 33327 34887 51737 44045 60997  1605 66478 35473  6607
 55917  4415 35028 66779]","[   0.     1142.1414 1258.9952 1304.6471 1311.9021 1320.6177 1345.3479
 1376.1625 1378.2452 1385.2603 1388.0057 1390.2432 1398.9989 1401.623
 1420.9327 1429.2078 1434.8756 1443.8328 1444.729  1448.6342 1451.1592
 1453.9006 1458.974  1463.779  1471.6409 1475.6385 1489.3055 1489.9141
 1503.6576 1504.7382 1504.894  1508.1853 1509.4834 1516.4225 1522.0789
 1531.0088 1531.399  1531.7814 1533.3953 1539.3807 1542.0693 1542.3342
 1542.9822 1543.0525 1549.5896 1550.5419 1552.0203 1552.2976 1555.3395
 1558.609  1559.6047 1561.4135 1563.3228 1563.5393 1567.2195 1567.2457
 1569.3259 1569.5422 1571.7821 1572.6239 1573.9015 1577.6774 1578.0187
 1578.3646 1578.867  1579.2863 1582.1173 1582.7135 1583.1007 1586.0265
 1588.2144 1588.2267 1589.3726 1589.7993 1590.9393 1591.0264 1593.4739
 1594.9072 1597.7528 1601.4858 1602.7393 1603.6726 1609.1063 1609.7009
 1612.8071 1613.9216 1615.59   1616.8816 1617.873  1618.1619 1619.1324
 1619.7268 1620.0074 1620.2006 1620.3086 1620.5135 1620.6002 1622.2793
 1624.068  1624.9996]"
"[   22 27611  7239 27725 20684 12432  7241  7335 47126 40508 54276 54207
 22447 43037 23635 22437 41568 54311 16775 30735 31573 58132 30633 21669
 57476 21639 27731 31385 35065  7245 38995 47353 21591 22766 43057 22371
  3481 52843 45100 49663  7365 31336 69553 56146 13385  7269 23998 47547
 21631 16859 23711 21651 26359 37906 20241 34013   409 45827 58372 59075
  7217 60092 52789 69784 20251  1027 20235  7197  5454 10410 62361   319
 66967 62760 57747  7255  3267 40311 15357 33415 42822 64369 35239  1133
 66787 30039 48290 36521  1037 21571 65247  1491 58804 17347 20345 29645
 62490  6843 46786  7319]","[   0.       602.0789   782.4487   796.6103   817.9872   864.08215
  968.02167  990.71844 1002.94714 1011.8908  1024.0938  1069.5892
 1082.6061  1083.7463  1085.2262  1108.1971  1115.7688  1121.7976
 1128.6426  1129.977   1130.4167  1157.784   1165.1829  1165.3163
 1173.525   1182.3181  1185.3961  1187.1449  1196.9991  1200.5424
 1207.7019  1208.5425  1211.4999  1214.2488  1215.7332  1224.3733
 1232.4642  1234.1471  1234.8466  1238.3662  1240.431   1242.8531
 1244.0153  1247.5432  1250.4967  1251.1403  1253.2578  1257.3054
 1259.139   1260.7279  1262.7375  1263.5754  1263.8145  1266.6656
 1267.4198  1270.2996  1270.9775  1271.4032  1273.1984  1273.3817
 1275.7147  1276.0388  1277.0422  1277.19    1277.4158  1278.3024
 1279.3256  1280.5776  1283.438   1284.1453  1284.5435  1285.3579
 1286.3335  1286.4835  1287.5981  1288.0253  1290.2163  1290.4325
 1290.7242  1290.7754  1293.0951  1293.1249  1293.5594  1294.3937
 1294.6976  1294.756   1295.5809  1295.7234  1295.7686  1296.255
 1298.2053  1298.8926  1299.3722  1299.915   1300.5414  1300.6195
 1301.4127  1301.5709  1301.99    1304.1028 ]"
"[   23 54875 58276     3 15293 35507 34166  8725 22475 51305 67567 69876
 43469 68187 68938  4105   201 68809 24341  5749 53147 48583 58286  9973
 66670 43249 11249 22427 35149 27831 35669 59686 35168 69969 46275 65166
 34033 35009 58335 43269 59694 20195   573  3111 12521 61820  1051 37461
 21071 16086 43151 35587 18963 24711 11917 53531 45907 26263 67411   609
 51187 66683 43267  2604 24289 29033 63593 41289 10915 69689 46347 57749
 69485 52745 24707 31465 17457 19400 19136 18953 42875 42859 65112 59864
 20865 42279 37463 68252  8423 57599 69030 43411 43227 53471 67582 28961
 59979 22931 69878 17477]","[  0.      387.6364  392.22443 419.58313 424.37485 433.2563  437.1144
 480.28534 481.7271  491.05194 496.78265 497.19916 507.79916 509.5331
 516.47943 516.6198  524.32526 527.857   535.2429  542.9466  550.3208
 555.72296 559.9902  566.84564 566.8968  571.80414 574.4241  576.6749
 585.569   595.42505 596.4252  599.7041  600.42816 601.1522  601.50397
 607.07416 616.4463  616.97974 617.2536  618.8101  619.9774  623.0674
 625.0208  630.9849  635.64374 638.23505 642.299   642.70056 648.196
 649.63916 653.75226 654.1353  655.2801  657.16284 660.103   660.2984
 660.3264  661.24805 662.0687  663.7492  669.7783  670.4618  671.81995
 671.9844  678.96686 680.1412  680.55054 681.5057  681.6084  682.5225
 683.57733 684.854   685.5567  685.65735 687.4445  687.62274 689.55133
 690.12103 692.82684 693.5885  695.0705  696.30597 698.7632  699.39044
 699.66205 700.9843  701.85114 702.47705 702.92816 704.2649  705.0057
 707.0509  708.61346 710.5716  712.37067 712.4163  713.115   714.5467
 714.7825  716.55286]"
"[   24 21990 41266 37118 28392 34640  4476 11441 24738 55758 25596 57564
   552 39818 58072 36908 55116 45032 15969 60340 25800 28922 11292 46394
   262 36814 32892  4654  3290 41744 64027 27172 55326 53168 20304  6328
 63049 58134  9722 61138 62358 54834  5174 45500 24055  8254 29062 54586
 40480 61469 19735  5079 52392 53158  1234 51702 20018 15068 35236 46078
 45932 26206 63167 32768  5508 56576 10661  9550 29890 52967 26009 30614
 27011 34306 50644  5876 14828 26905 15164 50396  7567 31930  6951 11342
 26647 37015 57714  1485 54756 25087 12746 63102 29602  4144 64212 61696
 57755  4258 48663 62602]","[   0.     1403.0737 1442.2528 1489.1686 1494.5963 1542.6636 1582.2908
 1611.3262 1612.2516 1612.7542 1648.576  1651.661  1662.2361 1663.8855
 1668.9362 1676.4996 1678.9062 1679.0869 1682.3279 1694.7351 1695.4474
 1697.7146 1705.9435 1708.1476 1709.0006 1713.9784 1715.8097 1721.7968
 1730.3768 1738.1824 1742.605  1745.4799 1754.3472 1755.3851 1761.4204
 1766.7188 1766.7787 1771.8195 1776.5576 1776.9052 1781.7166 1784.2018
 1785.4507 1790.6033 1791.7045 1794.7195 1798.2039 1798.4352 1798.726
 1799.5142 1800.1239 1806.2766 1807.1931 1809.424  1812.1278 1812.941
 1813.6494 1814.3544 1815.1094 1815.2804 1821.8795 1823.8807 1824.7506
 1825.6185 1826.8889 1827.058  1827.394  1828.0952 1830.5546 1831.0945
 1833.4596 1833.4656 1835.6301 1837.2311 1839.0098 1839.5929 1841.1537
 1842.9194 1844.2351 1845.6627 1847.1846 1847.2119 1847.9026 1848.5083
 1849.6494 1849.9097 1851.7751 1852.406  1852.7137 1852.9695 1853.2461
 1853.5172 1854.7806 1855.2468 1855.9875 1856.5525 1856.5834 1858.4386
 1859.6707 1859.7006]"
